"Div.Name","Sch.Name","Subject","All Students","Asian","Black","Economically Disadvantaged","English Learners","Female","Hispanic","Male","Students with Disabilities","White"
"Henrico County ","Maude Trevvett Elementary","English: Reading",81,79,76,79,65,83,78,79,41,90
"Henrico County ","Maude Trevvett Elementary","History and Social Sciences",90,100,86,90,100,93,93,87,50,92
"Henrico County ","Maude Trevvett Elementary","Mathematics",90,89,82,87,81,88,89,92,69,97
"Henrico County ","Maude Trevvett Elementary","Science",95,67,100,93,67,95,90,96,86,97
"Henrico County ","Skipwith Elementary","English: Reading",71,77,60,67,49,75,60,66,27,79
"Henrico County ","Skipwith Elementary","History and Social Sciences",82,94,50,83,86,89,82,75,17,80
"Henrico County ","Skipwith Elementary","Mathematics",79,79,81,76,63,78,67,81,38,84
"Henrico County ","Skipwith Elementary","Science",75,71,58,62,36,69,60,83,NA,88
"Henrico County ","George F. Baker Elementary","English: Reading",67,NA,66,60,NA,68,86,66,31,NA
"Henrico County ","George F. Baker Elementary","History and Social Sciences",78,NA,78,76,NA,79,NA,78,44,NA
"Henrico County ","George F. Baker Elementary","Mathematics",77,NA,76,75,NA,76,86,78,47,NA
"Henrico County ","George F. Baker Elementary","Science",77,NA,75,72,NA,72,NA,81,30,NA
"Henrico County ","Pemberton Elementary","English: Reading",81,NA,53,69,NA,79,83,83,43,91
"Henrico County ","Pemberton Elementary","History and Social Sciences",71,NA,0,38,NA,75,NA,67,30,84
"Henrico County ","Pemberton Elementary","Mathematics",88,NA,76,92,NA,90,83,87,48,94
"Henrico County ","Pemberton Elementary","Science",89,NA,83,90,NA,95,NA,83,17,93
"Henrico County ","Laburnum Elementary","English: Reading",46,NA,43,45,43,50,47,42,14,NA
"Henrico County ","Laburnum Elementary","History and Social Sciences",32,NA,29,31,NA,28,NA,36,9,NA
"Henrico County ","Laburnum Elementary","Mathematics",53,NA,51,51,50,55,50,50,17,NA
"Henrico County ","Laburnum Elementary","Science",53,NA,49,53,20,55,56,51,0,NA
"Henrico County ","Harold Macon Ratcliffe Elementary","English: Reading",59,NA,60,53,14,66,56,52,39,NA
"Henrico County ","Harold Macon Ratcliffe Elementary","History and Social Sciences",68,NA,67,61,NA,56,NA,85,57,NA
"Henrico County ","Harold Macon Ratcliffe Elementary","Mathematics",62,NA,61,58,57,62,67,61,45,NA
"Henrico County ","Harold Macon Ratcliffe Elementary","Science",64,NA,62,62,NA,69,NA,61,42,NA
"Henrico County ","Douglas S. Freeman High","English: Reading",91,81,73,78,26,92,86,90,61,95
"Henrico County ","Douglas S. Freeman High","English: Writing",79,78,61,57,6,81,58,76,38,87
"Henrico County ","Douglas S. Freeman High","History and Social Sciences",79,74,73,68,46,74,64,83,56,88
"Henrico County ","Douglas S. Freeman High","Mathematics",87,83,71,77,57,87,79,87,72,94
"Henrico County ","Douglas S. Freeman High","Science",83,74,71,68,23,82,68,83,53,90
"Henrico County ","Crestview Elementary","English: Reading",79,83,80,74,42,81,61,77,67,84
"Henrico County ","Crestview Elementary","History and Social Sciences",83,100,NA,84,71,78,67,88,69,86
"Henrico County ","Crestview Elementary","Mathematics",83,79,100,74,50,81,59,85,67,89
"Henrico County ","Crestview Elementary","Science",80,100,83,73,NA,75,50,85,43,81
"Henrico County ","George H. Moody Middle","English: Reading",84,99,54,58,9,87,55,79,26,90
"Henrico County ","George H. Moody Middle","English: Writing",84,100,46,58,NA,85,38,82,20,89
"Henrico County ","George H. Moody Middle","History and Social Sciences",93,100,71,75,50,93,63,92,38,96
"Henrico County ","George H. Moody Middle","Mathematics",86,99,60,64,24,89,64,83,33,91
"Henrico County ","George H. Moody Middle","Science",93,100,66,74,22,92,55,94,33,98
"Henrico County ","Glen Lea Elementary","English: Reading",42,NA,42,40,0,48,NA,36,16,NA
"Henrico County ","Glen Lea Elementary","History and Social Sciences",50,NA,47,56,NA,39,NA,60,9,NA
"Henrico County ","Glen Lea Elementary","Mathematics",65,NA,64,67,43,69,NA,61,35,NA
"Henrico County ","Glen Lea Elementary","Science",65,NA,66,65,NA,72,NA,57,25,NA
"Henrico County ","Lakeside Elementary","English: Reading",65,75,61,59,34,72,50,58,43,74
"Henrico County ","Lakeside Elementary","History and Social Sciences",74,83,69,71,60,79,80,69,41,73
"Henrico County ","Lakeside Elementary","Mathematics",75,92,67,72,67,79,78,73,50,79
"Henrico County ","Lakeside Elementary","Science",85,NA,78,80,NA,86,86,84,43,89
"Henrico County ","Tuckahoe Elementary","English: Reading",93,60,NA,71,NA,94,71,91,68,94
"Henrico County ","Tuckahoe Elementary","History and Social Sciences",96,NA,NA,NA,NA,95,NA,97,78,98
"Henrico County ","Tuckahoe Elementary","Mathematics",95,60,NA,80,NA,96,63,94,79,97
"Henrico County ","Tuckahoe Elementary","Science",96,NA,NA,NA,NA,100,NA,93,82,97
"Henrico County ","Henry D. Ward Elementary","English: Reading",70,NA,67,60,NA,72,83,67,47,75
"Henrico County ","Henry D. Ward Elementary","History and Social Sciences",70,NA,67,58,NA,74,NA,65,67,81
"Henrico County ","Henry D. Ward Elementary","Mathematics",70,NA,66,60,NA,71,67,69,38,80
"Henrico County ","Henry D. Ward Elementary","Science",74,NA,66,62,NA,76,NA,71,25,90
"Henrico County ","Arthur Ashe Jr. Elementary ","English: Reading",62,NA,62,57,42,70,53,56,34,NA
"Henrico County ","Arthur Ashe Jr. Elementary ","History and Social Sciences",72,NA,72,74,NA,65,NA,76,44,NA
"Henrico County ","Arthur Ashe Jr. Elementary ","Mathematics",72,NA,72,69,60,76,72,70,45,NA
"Henrico County ","Arthur Ashe Jr. Elementary ","Science",74,NA,74,72,43,75,71,74,55,NA
"Henrico County ","Twin Hickory Elementary","English: Reading",92,96,84,74,64,93,73,91,59,94
"Henrico County ","Twin Hickory Elementary","History and Social Sciences",97,100,100,90,100,96,NA,98,88,95
"Henrico County ","Twin Hickory Elementary","Mathematics",94,99,88,78,84,96,69,93,64,95
"Henrico County ","Twin Hickory Elementary","Science",94,100,67,100,NA,94,57,95,71,98
"Henrico County ","Echo Lake Elementary","English: Reading",87,88,71,81,54,86,94,88,65,87
"Henrico County ","Echo Lake Elementary","History and Social Sciences",97,100,NA,100,NA,96,NA,98,86,95
"Henrico County ","Echo Lake Elementary","Mathematics",95,98,94,84,85,95,78,95,77,95
"Henrico County ","Echo Lake Elementary","Science",96,94,100,79,NA,94,80,98,78,98
"Henrico County ","Varina Elementary","English: Reading",65,NA,65,58,NA,70,55,61,35,69
"Henrico County ","Varina Elementary","History and Social Sciences",72,NA,65,60,NA,75,60,70,47,96
"Henrico County ","Varina Elementary","Mathematics",75,NA,75,67,NA,74,75,76,50,80
"Henrico County ","Varina Elementary","Science",70,NA,76,60,NA,69,NA,71,46,66
"Henrico County ","Pocahontas Middle","English: Reading",89,92,76,79,26,91,70,88,61,92
"Henrico County ","Pocahontas Middle","English: Writing",85,97,67,64,NA,91,60,81,17,86
"Henrico County ","Pocahontas Middle","History and Social Sciences",97,100,89,90,NA,98,83,96,79,98
"Henrico County ","Pocahontas Middle","Mathematics",95,99,92,89,82,95,82,94,72,96
"Henrico County ","Pocahontas Middle","Science",96,98,89,93,58,95,80,97,77,97
"Henrico County ","Nuckols Farm Elementary","English: Reading",94,97,93,82,NA,91,75,95,52,94
"Henrico County ","Nuckols Farm Elementary","History and Social Sciences",98,100,100,83,NA,96,100,100,90,97
"Henrico County ","Nuckols Farm Elementary","Mathematics",98,97,100,94,NA,96,100,99,76,97
"Henrico County ","Nuckols Farm Elementary","Science",100,100,NA,NA,NA,100,NA,100,NA,100
"Henrico County ","Greenwood Elementary ","English: Reading",81,84,75,74,61,82,84,80,48,85
"Henrico County ","Greenwood Elementary ","History and Social Sciences",87,86,84,86,83,85,71,89,54,94
"Henrico County ","Greenwood Elementary ","Mathematics",88,100,82,81,83,88,89,88,61,89
"Henrico County ","Greenwood Elementary ","Science",85,100,79,79,100,83,83,88,54,86
"Henrico County ","L. Douglas Wilder Middle","English: Reading",52,81,47,45,0,55,58,48,32,92
"Henrico County ","L. Douglas Wilder Middle","English: Writing",42,NA,41,41,NA,54,89,30,31,44
"Henrico County ","L. Douglas Wilder Middle","History and Social Sciences",67,NA,65,66,NA,67,92,67,38,80
"Henrico County ","L. Douglas Wilder Middle","Mathematics",68,88,64,66,50,71,80,64,44,91
"Henrico County ","L. Douglas Wilder Middle","Science",53,NA,51,49,NA,54,82,52,33,73
"Henrico County ","Rivers Edge Elementary","English: Reading",94,98,79,79,70,97,83,91,45,91
"Henrico County ","Rivers Edge Elementary","History and Social Sciences",96,100,75,86,NA,98,NA,93,57,98
"Henrico County ","Rivers Edge Elementary","Mathematics",94,99,72,63,70,96,75,91,45,91
"Henrico County ","Rivers Edge Elementary","Science",96,100,NA,75,NA,98,NA,94,33,91
"Henrico County ","Springfield Park Elementary","English: Reading",88,93,74,77,47,91,77,85,68,93
"Henrico County ","Springfield Park Elementary","History and Social Sciences",95,100,76,93,NA,96,100,95,63,98
"Henrico County ","Springfield Park Elementary","Mathematics",91,97,82,79,61,94,76,88,68,95
"Henrico County ","Springfield Park Elementary","Science",90,93,83,77,33,92,72,88,75,95
"Henrico County ","Sandston Elementary","English: Reading",80,NA,74,79,NA,86,NA,73,57,91
"Henrico County ","Sandston Elementary","History and Social Sciences",86,NA,77,83,NA,93,NA,79,56,91
"Henrico County ","Sandston Elementary","Mathematics",86,NA,77,84,NA,86,NA,85,65,91
"Henrico County ","Sandston Elementary","Science",81,NA,69,80,NA,75,NA,92,78,93
"Henrico County ","Montrose Elementary","English: Reading",63,NA,63,62,40,64,50,61,33,71
"Henrico County ","Montrose Elementary","History and Social Sciences",60,NA,63,57,NA,58,NA,64,15,NA
"Henrico County ","Montrose Elementary","Mathematics",76,NA,75,73,83,81,69,69,27,79
"Henrico County ","Montrose Elementary","Science",69,NA,65,66,NA,67,NA,72,50,100
"Henrico County ","Fair Oaks Elementary","English: Reading",56,NA,54,53,NA,68,NA,45,34,69
"Henrico County ","Fair Oaks Elementary","History and Social Sciences",67,NA,68,63,NA,68,NA,66,29,64
"Henrico County ","Fair Oaks Elementary","Mathematics",70,NA,66,69,NA,74,NA,65,39,86
"Henrico County ","Fair Oaks Elementary","Science",72,NA,61,69,NA,85,NA,61,50,100
"Henrico County ","Glen Allen Elementary","English: Reading",88,92,71,74,63,87,86,89,58,90
"Henrico County ","Glen Allen Elementary","History and Social Sciences",96,100,89,86,NA,96,NA,96,77,98
"Henrico County ","Glen Allen Elementary","Mathematics",95,100,88,90,90,94,93,95,76,96
"Henrico County ","Glen Allen Elementary","Science",95,100,71,94,NA,97,NA,93,76,98
"Henrico County ","Highland Springs High","English: Reading",80,100,78,78,14,81,50,79,49,97
"Henrico County ","Highland Springs High","English: Writing",60,80,57,53,0,67,43,52,25,89
"Henrico County ","Highland Springs High","History and Social Sciences",52,86,49,48,38,53,55,50,27,73
"Henrico County ","Highland Springs High","Mathematics",70,100,68,67,68,73,73,68,51,85
"Henrico County ","Highland Springs High","Science",68,91,65,61,27,70,65,66,31,91
"Henrico County ","Deep Run High","English: Reading",98,97,97,96,NA,99,100,98,93,99
"Henrico County ","Deep Run High","English: Writing",97,94,91,86,20,97,88,96,87,98
"Henrico County ","Deep Run High","History and Social Sciences",97,99,100,93,71,98,83,96,92,97
"Henrico County ","Deep Run High","Mathematics",93,94,90,85,67,94,97,92,77,93
"Henrico County ","Deep Run High","Science",98,98,97,96,67,98,89,98,92,99
"Henrico County ","Gayton Elementary","English: Reading",92,92,100,89,60,95,100,90,65,92
"Henrico County ","Gayton Elementary","History and Social Sciences",94,100,NA,67,NA,94,NA,94,50,95
"Henrico County ","Gayton Elementary","Mathematics",94,91,100,86,80,94,100,94,71,94
"Henrico County ","Gayton Elementary","Science",93,90,NA,82,NA,89,NA,96,73,92
"Henrico County ","Mills E. Godwin High","English: Reading",95,96,86,84,0,98,90,92,68,96
"Henrico County ","Mills E. Godwin High","English: Writing",91,97,73,80,21,93,68,89,51,94
"Henrico County ","Mills E. Godwin High","History and Social Sciences",83,98,63,74,31,81,70,84,62,86
"Henrico County ","Mills E. Godwin High","Mathematics",92,100,82,85,60,93,77,92,76,95
"Henrico County ","Mills E. Godwin High","Science",93,98,75,82,43,94,79,92,75,96
"Henrico County ","John Rolfe Middle","English: Reading",57,NA,55,52,20,62,65,51,23,68
"Henrico County ","John Rolfe Middle","English: Writing",53,NA,51,46,NA,62,84,46,20,48
"Henrico County ","John Rolfe Middle","History and Social Sciences",70,NA,69,61,NA,70,78,70,43,77
"Henrico County ","John Rolfe Middle","Mathematics",68,NA,65,65,60,70,78,65,36,76
"Henrico County ","John Rolfe Middle","Science",69,NA,67,65,NA,71,83,66,38,73
"Henrico County ","Cashell Donahoe Elementary","English: Reading",53,NA,53,50,20,61,43,45,27,56
"Henrico County ","Cashell Donahoe Elementary","History and Social Sciences",69,NA,64,60,80,74,92,64,20,54
"Henrico County ","Cashell Donahoe Elementary","Mathematics",66,NA,61,59,67,69,70,62,27,71
"Henrico County ","Cashell Donahoe Elementary","Science",58,NA,54,59,33,58,46,58,11,73
"Henrico County ","Hungary Creek Middle ","English: Reading",75,82,62,59,13,80,64,72,40,81
"Henrico County ","Hungary Creek Middle ","English: Writing",75,86,66,56,20,78,69,73,33,77
"Henrico County ","Hungary Creek Middle ","History and Social Sciences",87,94,74,77,50,86,86,89,47,91
"Henrico County ","Hungary Creek Middle ","Mathematics",83,91,67,69,40,88,75,79,51,89
"Henrico County ","Hungary Creek Middle ","Science",88,91,76,73,17,90,81,86,53,92
"Henrico County ","Three Chopt Elementary","English: Reading",87,89,89,75,29,91,65,84,56,95
"Henrico County ","Three Chopt Elementary","History and Social Sciences",91,100,88,75,NA,100,100,83,50,92
"Henrico County ","Three Chopt Elementary","Mathematics",91,96,94,78,59,94,77,87,56,95
"Henrico County ","Three Chopt Elementary","Science",99,100,100,96,100,100,94,98,89,100
"Hanover County ","Cold Harbor Elementary","English: Reading",74,NA,46,61,NA,72,65,75,38,76
"Hanover County ","Cold Harbor Elementary","History and Social Sciences",80,NA,67,59,NA,82,57,78,59,81
"Hanover County ","Cold Harbor Elementary","Mathematics",86,NA,62,77,NA,86,90,86,62,87
"Hanover County ","Cold Harbor Elementary","Science",82,NA,50,69,NA,82,71,82,56,85
"Hanover County ","Atlee High","English: Reading",90,94,76,73,NA,91,64,88,59,92
"Hanover County ","Atlee High","English: Writing",86,89,82,63,NA,88,67,85,53,88
"Hanover County ","Atlee High","History and Social Sciences",88,92,76,69,57,85,75,91,67,90
"Hanover County ","Atlee High","Mathematics",94,95,87,85,86,96,96,93,79,95
"Hanover County ","Atlee High","Science",93,100,80,78,89,93,93,93,64,94
"Hanover County ","Chickahominy Middle","English: Reading",88,94,80,68,20,91,86,85,52,89
"Hanover County ","Chickahominy Middle","English: Writing",77,100,61,37,NA,87,73,68,24,79
"Hanover County ","Chickahominy Middle","History and Social Sciences",94,100,84,61,NA,97,82,92,70,96
"Hanover County ","Chickahominy Middle","Mathematics",93,100,86,83,100,95,91,92,64,94
"Hanover County ","Chickahominy Middle","Science",90,100,77,55,NA,92,73,88,48,92
"Hanover County ","Hanover High","English: Reading",90,82,86,79,NA,94,80,85,60,92
"Hanover County ","Hanover High","English: Writing",90,91,84,79,NA,92,87,86,58,91
"Hanover County ","Hanover High","History and Social Sciences",84,91,78,72,NA,82,75,87,56,85
"Hanover County ","Hanover High","Mathematics",89,84,80,86,NA,89,93,89,69,90
"Hanover County ","Hanover High","Science",91,95,87,78,NA,90,87,91,66,91
"Hanover County ","Oak Knoll Middle","English: Reading",90,94,77,75,NA,92,90,88,59,91
"Hanover County ","Oak Knoll Middle","English: Writing",76,NA,63,69,NA,84,85,68,29,78
"Hanover County ","Oak Knoll Middle","History and Social Sciences",93,80,89,85,NA,91,93,95,73,95
"Hanover County ","Oak Knoll Middle","Mathematics",95,94,92,84,NA,96,100,94,76,96
"Hanover County ","Oak Knoll Middle","Science",89,80,78,76,NA,86,100,93,70,91
"Hanover County ","Pole Green Elementary","English: Reading",85,100,67,68,NA,89,90,82,41,86
"Hanover County ","Pole Green Elementary","History and Social Sciences",91,NA,71,67,NA,89,NA,92,62,91
"Hanover County ","Pole Green Elementary","Mathematics",93,100,67,77,NA,94,90,91,73,94
"Hanover County ","Pole Green Elementary","Science",84,NA,NA,76,NA,85,100,83,60,82
"Hanover County ","Cool Spring Elementary","English: Reading",90,92,84,80,NA,90,90,89,66,90
"Hanover County ","Cool Spring Elementary","History and Social Sciences",84,NA,67,80,NA,77,NA,89,67,84
"Hanover County ","Cool Spring Elementary","Mathematics",94,92,74,76,NA,93,70,94,72,96
"Hanover County ","Cool Spring Elementary","Science",94,NA,80,100,NA,94,83,94,65,95
"Hanover County ","Liberty Middle","English: Reading",79,75,63,60,12,82,68,76,41,84
"Hanover County ","Liberty Middle","English: Writing",67,57,40,42,0,77,42,59,26,77
"Hanover County ","Liberty Middle","History and Social Sciences",79,71,58,62,25,79,48,80,44,88
"Hanover County ","Liberty Middle","Mathematics",84,100,71,67,38,86,75,82,48,87
"Hanover County ","Liberty Middle","Science",82,86,63,67,0,82,57,82,57,89
"Hanover County ","Stonewall Jackson Middle","English: Reading",83,71,67,71,7,85,84,81,42,85
"Hanover County ","Stonewall Jackson Middle","English: Writing",73,75,52,62,NA,77,64,69,20,76
"Hanover County ","Stonewall Jackson Middle","History and Social Sciences",91,88,74,81,NA,91,79,90,49,94
"Hanover County ","Stonewall Jackson Middle","Mathematics",90,95,75,82,64,91,92,90,59,92
"Hanover County ","Stonewall Jackson Middle","Science",87,88,70,79,NA,86,67,88,47,91
"Hanover County ","Elmont Elementary","English: Reading",73,NA,62,59,21,69,50,78,41,79
"Hanover County ","Elmont Elementary","History and Social Sciences",79,NA,33,72,60,73,75,89,50,89
"Hanover County ","Elmont Elementary","Mathematics",85,NA,69,77,79,83,86,86,53,87
"Hanover County ","Elmont Elementary","Science",61,NA,45,42,17,55,20,67,27,71
"Hanover County ","Mechanicsville Elementary","English: Reading",78,25,68,66,30,78,85,77,33,80
"Hanover County ","Mechanicsville Elementary","History and Social Sciences",79,NA,69,71,NA,78,100,82,47,78
"Hanover County ","Mechanicsville Elementary","Mathematics",88,50,79,83,60,90,95,86,56,92
"Hanover County ","Mechanicsville Elementary","Science",84,NA,74,77,NA,85,NA,83,60,91
"Hanover County ","Pearson's Corner Elementary","English: Reading",94,91,88,89,NA,96,91,91,74,94
"Hanover County ","Pearson's Corner Elementary","History and Social Sciences",97,NA,NA,NA,NA,96,NA,98,82,96
"Hanover County ","Pearson's Corner Elementary","Mathematics",97,91,100,94,NA,96,100,98,78,97
"Hanover County ","Pearson's Corner Elementary","Science",90,NA,100,70,NA,90,100,91,78,88
"Hanover County ","Patrick Henry High","English: Reading",81,57,66,70,0,82,74,80,38,85
"Hanover County ","Patrick Henry High","English: Writing",80,57,61,62,0,83,70,77,42,85
"Hanover County ","Patrick Henry High","History and Social Sciences",70,63,56,51,6,69,50,72,34,76
"Hanover County ","Patrick Henry High","Mathematics",81,88,76,68,55,87,73,77,55,83
"Hanover County ","Patrick Henry High","Science",81,63,64,65,14,78,70,83,48,86
"Hanover County ","South Anna Elementary","English: Reading",80,NA,67,57,NA,85,45,76,36,82
"Hanover County ","South Anna Elementary","History and Social Sciences",85,NA,56,68,NA,83,NA,86,50,88
"Hanover County ","South Anna Elementary","Mathematics",85,NA,58,64,NA,85,82,86,52,88
"Hanover County ","South Anna Elementary","Science",70,NA,45,42,NA,68,NA,72,42,75
"Hanover County ","Lee Davis High","English: Reading",87,100,76,77,20,91,71,84,55,90
"Hanover County ","Lee Davis High","English: Writing",85,90,52,74,17,90,85,80,47,90
"Hanover County ","Lee Davis High","History and Social Sciences",81,86,61,66,44,79,69,82,51,84
"Hanover County ","Lee Davis High","Mathematics",84,82,77,72,53,85,74,83,65,86
"Hanover County ","Lee Davis High","Science",86,92,65,75,42,86,71,86,62,90
"Hanover County ","Battlefield Park Elementary","English: Reading",82,NA,82,63,NA,85,91,81,48,82
"Hanover County ","Battlefield Park Elementary","History and Social Sciences",89,NA,NA,79,NA,85,NA,93,38,90
"Hanover County ","Battlefield Park Elementary","Mathematics",92,NA,91,82,NA,90,91,94,67,93
"Hanover County ","Battlefield Park Elementary","Science",78,NA,100,54,NA,78,80,78,9,76
"Hanover County ","Rural Point Elementary","English: Reading",94,NA,87,83,NA,93,89,94,82,94
"Hanover County ","Rural Point Elementary","History and Social Sciences",93,NA,86,58,NA,90,NA,96,68,94
"Hanover County ","Rural Point Elementary","Mathematics",95,NA,87,83,NA,96,100,94,80,96
"Hanover County ","Rural Point Elementary","Science",96,NA,NA,91,NA,97,100,96,92,97
"Hanover County ","Washington-Henry Elementary ","English: Reading",84,33,71,76,0,88,91,79,30,86
"Hanover County ","Washington-Henry Elementary ","History and Social Sciences",79,NA,40,71,NA,74,NA,85,29,84
"Hanover County ","Washington-Henry Elementary ","Mathematics",92,67,82,78,40,91,82,92,59,94
"Hanover County ","Washington-Henry Elementary ","Science",82,NA,29,55,NA,84,NA,78,31,87
"Hanover County ","Laurel Meadow Elementary","English: Reading",82,100,63,70,60,79,94,84,49,84
"Hanover County ","Laurel Meadow Elementary","History and Social Sciences",88,NA,69,68,NA,82,NA,93,62,89
"Hanover County ","Laurel Meadow Elementary","Mathematics",84,100,70,75,80,82,75,85,49,87
"Hanover County ","Laurel Meadow Elementary","Science",78,NA,60,55,NA,79,100,77,53,79
"Hanover County ","Kersey Creek Elementary","English: Reading",86,NA,81,65,NA,88,71,85,38,87
"Hanover County ","Kersey Creek Elementary","History and Social Sciences",93,NA,77,81,NA,91,NA,94,79,93
"Hanover County ","Kersey Creek Elementary","Mathematics",95,NA,92,84,NA,96,88,94,74,96
"Hanover County ","Kersey Creek Elementary","Science",88,NA,77,54,NA,83,67,92,56,91
"Hanover County ","Beaverdam Elementary","English: Reading",79,NA,83,64,NA,85,NA,73,50,78
"Hanover County ","Beaverdam Elementary","History and Social Sciences",90,NA,NA,89,NA,97,NA,83,NA,90
"Hanover County ","Beaverdam Elementary","Mathematics",86,NA,83,78,NA,88,NA,85,50,87
"Hanover County ","Beaverdam Elementary","Science",82,NA,NA,85,NA,75,NA,88,40,82
"Amelia County ","Amelia County Elementary","English: Reading",72,NA,59,64,45,73,57,72,55,77
"Amelia County ","Amelia County Elementary","History and Social Sciences",77,NA,61,71,NA,71,NA,83,54,82
"Amelia County ","Amelia County Elementary","Mathematics",84,NA,75,79,82,81,86,87,70,87
"Hanover County ","John M. Gandy Elementary","English: Reading",69,NA,43,53,33,70,57,68,36,82
"Hanover County ","John M. Gandy Elementary","History and Social Sciences",70,NA,33,52,60,63,68,77,44,85
"Hanover County ","John M. Gandy Elementary","Mathematics",86,NA,74,75,71,86,81,86,60,90
"Hanover County ","John M. Gandy Elementary","Science",72,NA,58,56,50,67,65,75,42,79
"Amelia County ","Amelia County Middle","English: Reading",74,NA,56,70,33,80,71,67,34,80
"Amelia County ","Amelia County Middle","English: Writing",68,NA,57,55,NA,77,NA,61,30,70
"Amelia County ","Amelia County Middle","History and Social Sciences",84,NA,74,80,NA,89,80,81,47,88
"Amelia County ","Amelia County Middle","Mathematics",84,NA,78,79,43,89,84,80,49,87
"Amelia County ","Amelia County Middle","Science",69,NA,49,59,60,74,64,65,36,76
"Halifax County ","South Boston Elementary","English: Reading",79,100,76,79,43,83,71,74,45,83
"Halifax County ","South Boston Elementary","History and Social Sciences",78,NA,71,78,NA,77,100,80,50,82
"Halifax County ","South Boston Elementary","Mathematics",84,89,78,84,86,87,88,82,48,93
"Halifax County ","South Boston Elementary","Science",70,NA,59,70,60,67,56,73,33,88
"Halifax County ","Cluster Springs Elementary","English: Reading",78,NA,56,78,NA,76,88,80,45,85
"Halifax County ","Cluster Springs Elementary","History and Social Sciences",85,NA,65,85,NA,82,NA,89,61,93
"Halifax County ","Cluster Springs Elementary","Mathematics",89,NA,83,89,NA,89,88,89,60,91
"Halifax County ","Cluster Springs Elementary","Science",85,NA,75,85,NA,83,NA,86,36,88
"Halifax County ","Clays Mill Elementary","English: Reading",75,NA,70,75,NA,78,100,74,67,72
"Halifax County ","Clays Mill Elementary","History and Social Sciences",86,NA,100,86,NA,78,NA,92,89,73
"Halifax County ","Clays Mill Elementary","Mathematics",93,NA,82,93,NA,96,100,91,83,100
"Halifax County ","Clays Mill Elementary","Science",81,NA,78,81,NA,78,NA,83,50,78
"Halifax County ","Meadville Elementary","English: Reading",70,NA,59,70,NA,76,NA,63,33,76
"Halifax County ","Meadville Elementary","History and Social Sciences",84,NA,67,84,NA,92,NA,79,NA,91
"Halifax County ","Meadville Elementary","Mathematics",90,NA,86,90,NA,93,NA,88,67,91
"Halifax County ","Meadville Elementary","Science",63,NA,67,63,NA,71,NA,54,17,55
"Halifax County ","Sinai Elementary","English: Reading",68,NA,66,68,NA,65,NA,71,45,71
"Halifax County ","Sinai Elementary","History and Social Sciences",71,NA,68,71,NA,63,NA,82,71,75
"Halifax County ","Sinai Elementary","Mathematics",73,NA,73,73,NA,75,NA,72,32,71
"Halifax County ","Sinai Elementary","Science",70,NA,70,70,NA,68,NA,71,33,75
"Halifax County ","Scottsburg Elementary","English: Reading",75,NA,67,75,NA,76,NA,74,42,79
"Halifax County ","Scottsburg Elementary","History and Social Sciences",89,NA,83,89,NA,79,NA,95,83,90
"Halifax County ","Scottsburg Elementary","Mathematics",88,NA,79,88,NA,88,NA,89,54,92
"Halifax County ","Scottsburg Elementary","Science",82,NA,69,82,NA,90,NA,71,33,90
"Halifax County ","Sydnor Jennings Elementary","English: Reading",68,NA,56,68,NA,66,NA,70,40,73
"Halifax County ","Sydnor Jennings Elementary","History and Social Sciences",83,NA,63,83,NA,93,NA,71,33,90
"Halifax County ","Sydnor Jennings Elementary","Mathematics",79,NA,56,79,NA,82,NA,77,65,91
"Halifax County ","Sydnor Jennings Elementary","Science",71,NA,64,71,NA,59,NA,82,38,74
"Halifax County ","Halifax County Middle","English: Reading",71,100,61,71,57,73,67,69,37,79
"Halifax County ","Halifax County Middle","English: Writing",55,NA,48,55,NA,58,25,52,15,61
"Halifax County ","Halifax County Middle","History and Social Sciences",69,100,55,69,NA,68,75,69,32,81
"Halifax County ","Halifax County Middle","Mathematics",77,100,72,77,43,84,73,71,39,82
"Halifax County ","Halifax County Middle","Science",75,NA,66,75,NA,72,78,79,31,83
"Halifax County ","Halifax County High","English: Reading",80,NA,74,80,NA,83,92,76,41,85
"Halifax County ","Halifax County High","English: Writing",73,NA,64,73,80,77,79,68,27,80
"Halifax County ","Halifax County High","History and Social Sciences",66,88,51,66,33,65,62,67,24,80
"Halifax County ","Halifax County High","Mathematics",76,83,70,76,57,82,86,69,36,81
"Halifax County ","Halifax County High","Science",76,75,64,76,20,77,75,75,35,86
"Amelia County ","Amelia County High","English: Reading",90,NA,88,88,NA,96,89,86,65,91
"Amelia County ","Amelia County High","English: Writing",90,NA,76,86,NA,94,100,88,91,94
"Amelia County ","Amelia County High","History and Social Sciences",75,NA,66,68,NA,71,75,78,60,79
"Amelia County ","Amelia County High","Mathematics",93,NA,94,91,NA,95,83,91,93,94
"Amelia County ","Amelia County High","Science",81,NA,65,72,80,80,92,81,58,87
"Greensville County ","Greensville Elementary","English: Reading",56,33,54,51,30,66,74,46,23,67
"Greensville County ","Greensville Elementary","History and Social Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greensville County ","Greensville Elementary","Mathematics",78,100,75,76,80,81,83,75,45,88
"Greensville County ","Greensville Elementary","Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greensville County ","Belfield Elementary","English: Reading",52,NA,44,44,NA,61,50,45,19,74
"Greensville County ","Belfield Elementary","History and Social Sciences",59,NA,54,53,NA,62,67,56,30,69
